,,,,,,,,,,,Результат,,,,,,,,,,,,,этап 25%,,,,этап 50%,,,,этап 75%,,,,этап 90%,,,
"Электронное имя файла. 
(Коприуем в параметры листа - ""Орг.КомментарииКЛисту"")",Альбом,Код раздела,порядковый номер раздела (при наличии),часть здания,функциональная зона,Тип документа,Подгруппа типа документа (при необходимости,Порядковый номер,Код разработчика,Имя листа,Код документа (DocName/AG_Лист_Код),Электронное имя файла (FileName/AG_Файл_Код),Альбом,Имя документа,Код документа,,,25 %,50 %,75 %,90 %,версия документа,Номер ИЗМ авторского надзора,Номер изменения,Номер ревизии,Плановая дата выпуска,Фактическая дата выпуска,Номер изменения,Номер ревизии,Плановая дата выпуска,Фактическая дата выпуска,Номер изменения,Номер ревизии,Плановая дата выпуска,Фактическая дата выпуска,Номер изменения,Номер ревизии,Плановая дата выпуска,Фактическая дата выпуска
КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-ПЛ-0110_И_Р,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00,ОВ,01,01,00,ПЛ,,0110,МГ,Система теплоснабжения ВОА. Транзитные трубопроводы. План -1-го этажа между осями 13-27,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00-ПЛ-0110,КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-ПЛ-0110_И_Р,СБД-КУТ03-КМП-2-25-Р-100-ОВ01.01.00,#REF!,,,,N/A,Плановый,Плановый,Плановый,И_Р,,,,-,,,,17.04.2026,,,,14.05.2026,,,,04.06.2026,
КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-ПЛ-0120_И_Р,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00,ОВ,01,01,00,ПЛ,,0120,МГ,Система теплоснабжения ВОА. Транзитные трубопроводы. План -1-го этажа между осями 41-27,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00-ПЛ-0120,КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-ПЛ-0120_И_Р,СБД-КУТ03-КМП-2-25-Р-100-ОВ01.01.00,#REF!,,,,N/A,Плановый,Плановый,Плановый,И_Р,,,,-,,,,17.04.2026,,,,14.05.2026,,,,04.06.2026,
КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-ПЛ-0130_И_Р,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00,ОВ,01,01,00,ПЛ,,0130,МГ,Система теплоснабжения ВОА. Транзитные трубопроводы. План -2-го этажа между осями 13-23,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00-ПЛ-0130,КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-ПЛ-0130_И_Р,СБД-КУТ03-КМП-2-25-Р-100-ОВ01.01.00,#REF!,,,,N/A,Плановый,Плановый,Плановый,И_Р,,,,-,,,,17.04.2026,,,,14.05.2026,,,,04.06.2026,
КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-ПЛ-0140_И_Р,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00,ОВ,01,01,00,ПЛ,,0140,МГ,Система теплоснабжения ВОА. Транзитные трубопроводы. План -2-го этажа между осями 23-36,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00-ПЛ-0140,КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-ПЛ-0140_И_Р,СБД-КУТ03-КМП-2-25-Р-100-ОВ01.01.00,#REF!,,,,N/A,Плановый,Плановый,Плановый,И_Р,,,,-,,,,17.04.2026,,,,14.05.2026,,,,04.06.2026,
КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-ПЛ-0150_И_Р,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00,ОВ,01,01,00,ПЛ,,0150,МГ,Система теплоснабжения ВОА. Транзитные трубопроводы. План -3-го этажа между осями 13-23,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00-ПЛ-0150,КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-ПЛ-0150_И_Р,СБД-КУТ03-КМП-2-25-Р-100-ОВ01.01.00,#REF!,,,,N/A,Плановый,Плановый,Плановый,И_Р,,,,-,,,,17.04.2026,,,,14.05.2026,,,,04.06.2026,
КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-ПЛ-0160_И_Р,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00,ОВ,01,01,00,ПЛ,,0160,МГ,Система теплоснабжения ВОА. Транзитные трубопроводы. План -3-го этажа между осями 23-36,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00-ПЛ-0160,КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-ПЛ-0160_И_Р,СБД-КУТ03-КМП-2-25-Р-100-ОВ01.01.00,#REF!,,,,N/A,Плановый,Плановый,Плановый,И_Р,,,,-,,,,17.04.2026,,,,14.05.2026,,,,04.06.2026,
КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-ПЛ-0170_И_Р,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00,ОВ,01,01,00,ПЛ,,0170,МГ,Система теплоснабжения ВОА. Транзитные трубопроводы. План -4-го этажа между осями 13-23,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00-ПЛ-0170,КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-ПЛ-0170_И_Р,СБД-КУТ03-КМП-2-25-Р-100-ОВ01.01.00,#REF!,,,,N/A,Плановый,Плановый,Плановый,И_Р,,,,-,,,,17.04.2026,,,,14.05.2026,,,,04.06.2026,
КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-ПЛ-0180_И_Р,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00,ОВ,01,01,00,ПЛ,,0180,МГ,Система теплоснабжения ВОА. Транзитные трубопроводы. План -4-го этажа между осями 23-36,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00-ПЛ-0180,КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-ПЛ-0180_И_Р,СБД-КУТ03-КМП-2-25-Р-100-ОВ01.01.00,#REF!,,,,N/A,Плановый,Плановый,Плановый,И_Р,,,,-,,,,17.04.2026,,,,14.05.2026,,,,04.06.2026,
КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-ПЛ-0190_И_Р,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00,ОВ,01,01,00,ПЛ,,0190,МГ,Система теплоснабжения ВОА. План -5-го этажа,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00-ПЛ-0190,КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-ПЛ-0190_И_Р,СБД-КУТ03-КМП-2-25-Р-100-ОВ01.01.00,#REF!,,,,N/A,Плановый,Плановый,Плановый,И_Р,,,,-,,,,17.04.2026,,,,14.05.2026,,,,04.06.2026,
КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-СА-0200_И_Р,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00,ОВ,01,01,00,СА,,0200,МГ,Схема системы радиаторного отопления надземной части. Схема системы радиаторного отопления подземной части. Ветка 2,КУТ03-Р-ПИР-2-26-100-ОВ01.01.00-СА-0200,КУТ03-Р-ПИР-2-26-РД-МГ-100-ОВ01.01.00-СА-0200_И_Р,СБД-КУТ03-КМП-2-25-Р-100-ОВ01.01.00,#REF!,,,,N/A,N/A,Плановый,Плановый,И_Р,,,,-,,,,-,,,,14.05.2026,,,,04.06.2026,
